2,0.804,
3,0.797,
4,0.797,
5,0.797,
6,0.797,
7,0.801,
8,0.804,
9,0.801,
10,0.791,
11,0.789,
12,0.79,
13,0.793,
14,0.806,
15,0.802,
16,0.798,
17,0.767,
18,0.77,
19,0.764,
20,0.757,
21,0.723,
22,0.655,
23,0.655,
24,0.532,
25,0.532,
26,0.532,
27,0.532,
28,0.532,
29,0.532,
30,0.532,
31,0.532,
32,0.524,
33,0.524,
34,0.524,
35,0.43,
36,0.43,
37,0.43,
38,0.43,
39,0.43,
40,0.43,
41,0.43,
42,0.43,
43,0.43,
44,0.43,
45,0.43,
46,0.242,
47,0.242,
48,0.242,
49,0.242,
50,0.242,
51,0.242,
52,0.242,
53,0.242,
54,0.242,
55,0.242,
56,0.242,
57,0.242,
58,0.242,
59,0.242,
60,0.242,
61,0.242,
62,0.242,
63,0.242,
64,0.242,
65,0.242,
66,0.242,
67,0.242,
68,0.242,
69,0.242,
70,0.242,
71,0.242,
72,0.242,
73,0.242,
74,0.242,
75,0.242,
76,0.242,
77,0.242,
78,0.242,
79,0.242,
80,0.242,
81,0.242,
82,0.242,
83,0.242,
84,0.242,
85,0.242,
86,0.242,
87,0.242,
88,0.242,
89,0.242,
90,0.242,
91,0.242,
92,0.242,
93,0.242,
94,0.242,
95,0.242,
96,0.242,
97,0.242,
98,0.242,
99,0.242,
100,0.242,
101,0.242,
102,0.242,
103,0.242,
104,0.242,
105,0.242,
106,0.242,
107,0.242,
108,0.242,
109,0.242,
110,0.242,
111,0.242,
112,0.242,
113,0.242,
114,0.242,
115,0.242,
116,0.242,
117,0.242,
118,0.242,
119,0.242,
120,0.242,
121,0.242,
122,0.242,
123,0.242,
124,0.242,
125,0.242,
126,0.242,
127,0.242,
128,0.242,
129,0.242,
130,0.242,
131,0.242,
132,0.242,
133,0.242,
134,0.242,
135,0.242,
136,0.242,
137,0.242,
138,0.242,
139,0.242,
140,0.242,
141,0.242,
142,0.242,
143,0.242,
144,0.242,
145,0.242,
146,0.242,
147,0.242,
148,0.242,
149,0.242,
150,0.242,
