2,0.804,
3,0.797,
4,0.797,
5,0.799,
6,0.801,
7,0.804,
8,0.806,
9,0.808,
10,0.809,
11,0.806,
12,0.81,
13,0.807,
14,0.81,
15,0.803,
16,0.806,
17,0.808,
18,0.805,
19,0.798,
20,0.794,
21,0.791,
22,0.783,
23,0.717,
24,0.717,
25,0.71,
26,0.71,
27,0.71,
28,0.759,
29,0.744,
30,0.744,
31,0.777,
32,0.627,
33,0.642,
34,0.523,
35,0.43,
36,0.43,
37,0.43,
38,0.43,
39,0.43,
40,0.43,
41,0.43,
42,0.43,
43,0.43,
44,0.43,
45,0.43,
46,0.43,
47,0.43,
48,0.43,
49,0.43,
50,0.43,
51,0.43,
52,0.43,
53,0.43,
54,0.43,
55,0.43,
56,0.43,
57,0.242,
58,0.242,
59,0.242,
60,0.242,
61,0.242,
62,0.242,
63,0.242,
64,0.242,
65,0.242,
66,0.242,
67,0.242,
68,0.242,
69,0.242,
70,0.242,
71,0.242,
72,0.242,
73,0.242,
74,0.242,
75,0.242,
76,0.242,
77,0.242,
78,0.242,
79,0.242,
80,0.242,
81,0.242,
82,0.242,
83,0.242,
84,0.242,
85,0.242,
86,0.242,
87,0.242,
88,0.242,
89,0.242,
90,0.242,
91,0.242,
92,0.242,
93,0.242,
94,0.242,
95,0.242,
96,0.242,
97,0.242,
98,0.242,
99,0.242,
100,0.242,
101,0.242,
102,0.242,
103,0.242,
104,0.242,
105,0.242,
106,0.242,
107,0.242,
108,0.242,
109,0.242,
110,0.242,
111,0.242,
112,0.242,
113,0.242,
114,0.242,
115,0.242,
116,0.242,
117,0.242,
118,0.242,
119,0.242,
120,0.242,
121,0.242,
122,0.242,
123,0.242,
124,0.242,
125,0.242,
126,0.242,
127,0.242,
128,0.242,
129,0.242,
130,0.242,
131,0.242,
132,0.242,
133,0.242,
134,0.242,
135,0.242,
136,0.242,
137,0.242,
138,0.242,
139,0.242,
140,0.242,
141,0.242,
142,0.242,
143,0.242,
144,0.242,
145,0.242,
146,0.242,
147,0.242,
148,0.242,
149,0.242,
150,0.242,
151,0.242,
152,0.242,
153,0.242,
154,0.242,
155,0.242,
156,0.242,
157,0.242,
158,0.242,
159,0.242,
160,0.242,
161,0.242,
162,0.242,
163,0.242,
164,0.242,
165,0.242,
166,0.242,
167,0.242,
168,0.242,
169,0.242,
170,0.242,
171,0.242,
172,0.242,
173,0.242,
174,0.242,
175,0.242,
176,0.242,
177,0.242,
178,0.242,
179,0.242,
180,0.242,
181,0.242,
182,0.242,
183,0.242,
184,0.242,
185,0.242,
186,0.242,
187,0.242,
188,0.242,
189,0.242,
190,0.242,
191,0.242,
192,0.242,
193,0.242,
194,0.242,
195,0.242,
196,0.242,
197,0.242,
198,0.242,
199,0.242,
200,0.242,
