Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

16,5,1,1.0,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,25,1.0,25,1.0,0:00:00.351096,0:00:00,0:00:00.000889,

16,5,1,0.95,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,23,0.92,23,0.92,0:00:00.433631,0:00:00,0:00:00.000819,

16,5,1,0.9,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,20,0.8,20,0.8,0:00:00.312361,0:00:00,0:00:00.001674,

16,5,1,0.85,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,19,0.76,19,0.76,0:00:00.314962,0:00:00,0:00:00.001193,

16,5,1,0.8,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,19,0.76,19,0.76,0:00:00.309311,0:00:00,0:00:00.000607,

16,5,1,0.75,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,19,0.76,19,0.76,0:00:00.310240,0:00:00,0:00:00.000613,

16,5,1,0.7,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,17,0.68,17,0.68,0:00:00.265379,0:00:00,0:00:00.000552,

16,5,1,0.65,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,16,0.64,16,0.64,0:00:00.278458,0:00:00,0:00:00.000554,

16,5,1,0.6,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,14,0.56,14,0.56,0:00:00.223771,0:00:00,0:00:00.000527,

16,5,1,0.55,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,9,0.36,9,0.36,0:00:00.108834,0:00:00,0:00:00.000453,

16,10,1,1.0,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.402300,0:00:00,0:00:00.000833,

16,10,1,0.95,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.404060,0:00:00,0:00:00.000893,

16,10,1,0.9,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.411409,0:00:00,0:00:00.000790,

16,10,1,0.85,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.425923,0:00:00,0:00:00.000810,

16,10,1,0.8,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.412120,0:00:00,0:00:00.000812,

16,10,1,0.75,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.404239,0:00:00,0:00:00.000829,

16,10,1,0.7,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.412531,0:00:00,0:00:00.000873,

16,10,1,0.65,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.413576,0:00:00,0:00:00.000859,

16,10,1,0.6,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,26,0.963,26,0.963,0:00:00.429269,0:00:00,0:00:00.000750,

16,10,1,0.55,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,23,0.852,23,0.852,0:00:00.344547,0:00:00,0:00:00.000703,

16,15,1,1.0,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.407821,0:00:00,0:00:00.000794,

16,15,1,0.95,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.411257,0:00:00,0:00:00.000933,

16,15,1,0.9,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.414602,0:00:00,0:00:00.000885,

16,15,1,0.85,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.515161,0:00:00,0:00:00.000826,

16,15,1,0.8,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.409712,0:00:00,0:00:00.000798,

16,15,1,0.75,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.411498,0:00:00,0:00:00.000829,

16,15,1,0.7,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.410944,0:00:00,0:00:00.000822,

16,15,1,0.65,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.406504,0:00:00,0:00:00.000876,

16,15,1,0.6,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.408553,0:00:00,0:00:00.000820,

16,15,1,0.55,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,27,1.0,27,1.0,0:00:00.413328,0:00:00,0:00:00.000815,

32,5,1,1.0,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,26,1.0,26,1.0,0:00:00.405826,0:00:00,0:00:00.000975,

32,5,1,0.95,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,26,1.0,26,1.0,0:00:00.400507,0:00:00,0:00:00.000807,

32,5,1,0.9,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,26,1.0,26,1.0,0:00:00.401659,0:00:00,0:00:00.000908,

32,5,1,0.85,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,26,1.0,26,1.0,0:00:00.395021,0:00:00,0:00:00.000896,

32,5,1,0.8,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,25,0.962,25,0.962,0:00:00.419250,0:00:00,0:00:00.000768,

32,5,1,0.75,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,24,0.923,24,0.923,0:00:00.385609,0:00:00,0:00:00.000783,

32,5,1,0.7,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,24,0.923,24,0.923,0:00:00.385583,0:00:00,0:00:00.000736,

32,5,1,0.65,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,23,0.885,23,0.885,0:00:00.430338,0:00:00,0:00:00.000714,

32,5,1,0.6,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,21,0.808,21,0.808,0:00:00.253925,0:00:00,0:00:00.000643,

32,5,1,0.55,LogisticRegression(max_iter=10000),0.97,0.97,0.0,0.492,0.0,0.97,0,0,16,0.615,16,0.615,0:00:00.261944,0:00:00,0:00:00.000563,

