2,0.843,
3,0.839,
4,0.835,
5,0.826,
6,0.828,
7,0.829,
8,0.828,
9,0.834,
10,0.832,
11,0.84,
12,0.839,
13,0.844,
14,0.841,
15,0.84,
16,0.841,
17,0.839,
18,0.841,
19,0.839,
20,0.834,
21,0.825,
22,0.827,
23,0.83,
24,0.83,
25,0.83,
26,0.822,
27,0.826,
28,0.826,
29,0.822,
30,0.822,
31,0.819,
32,0.81,
33,0.802,
34,0.802,
35,0.802,
36,0.802,
37,0.8,
38,0.8,
39,0.787,
40,0.787,
41,0.769,
42,0.769,
43,0.624,
44,0.624,
45,0.624,
46,0.616,
47,0.616,
48,0.616,
49,0.616,
50,0.616,
51,0.524,
52,0.524,
53,0.524,
54,0.524,
55,0.43,
56,0.43,
57,0.43,
58,0.43,
59,0.43,
60,0.43,
61,0.43,
62,0.43,
63,0.43,
64,0.43,
65,0.43,
66,0.43,
67,0.43,
68,0.43,
69,0.43,
70,0.43,
71,0.43,
72,0.43,
73,0.43,
74,0.43,
75,0.43,
76,0.43,
77,0.43,
78,0.43,
79,0.43,
80,0.43,
81,0.43,
82,0.43,
83,0.43,
84,0.242,
85,0.242,
86,0.242,
87,0.242,
88,0.242,
89,0.242,
90,0.242,
91,0.242,
92,0.242,
93,0.242,
94,0.242,
95,0.242,
96,0.242,
97,0.242,
98,0.242,
99,0.242,
100,0.242,
101,0.242,
102,0.242,
103,0.242,
104,0.242,
105,0.242,
106,0.242,
107,0.242,
108,0.242,
109,0.242,
110,0.242,
111,0.242,
112,0.242,
113,0.242,
114,0.242,
115,0.242,
116,0.242,
117,0.242,
118,0.242,
119,0.242,
120,0.242,
121,0.242,
122,0.242,
123,0.242,
124,0.242,
125,0.242,
126,0.242,
127,0.242,
128,0.242,
129,0.242,
130,0.242,
131,0.242,
132,0.242,
133,0.242,
134,0.242,
135,0.242,
136,0.242,
137,0.242,
138,0.242,
139,0.242,
140,0.242,
141,0.242,
142,0.242,
143,0.242,
144,0.242,
145,0.242,
146,0.242,
147,0.242,
148,0.242,
149,0.242,
150,0.242,
151,0.242,
152,0.242,
153,0.242,
154,0.242,
155,0.242,
156,0.242,
157,0.242,
158,0.242,
159,0.242,
160,0.242,
161,0.242,
162,0.242,
163,0.242,
164,0.242,
165,0.242,
166,0.242,
167,0.242,
168,0.242,
169,0.242,
170,0.242,
171,0.242,
172,0.242,
173,0.242,
174,0.242,
175,0.242,
176,0.242,
177,0.242,
178,0.242,
179,0.242,
180,0.242,
181,0.242,
182,0.242,
183,0.242,
184,0.242,
185,0.242,
186,0.242,
187,0.242,
188,0.242,
189,0.242,
190,0.242,
191,0.242,
192,0.242,
193,0.242,
194,0.242,
195,0.242,
196,0.242,
197,0.242,
198,0.242,
199,0.242,
200,0.242,
201,0.242,
202,0.242,
203,0.242,
204,0.242,
205,0.242,
206,0.242,
207,0.242,
208,0.242,
209,0.242,
210,0.242,
211,0.242,
212,0.242,
213,0.242,
214,0.242,
215,0.242,
216,0.242,
217,0.242,
218,0.242,
219,0.242,
220,0.242,
221,0.242,
222,0.242,
223,0.242,
224,0.242,
225,0.242,
226,0.242,
227,0.242,
228,0.242,
229,0.242,
230,0.242,
231,0.242,
232,0.242,
233,0.242,
234,0.242,
235,0.242,
236,0.242,
237,0.242,
238,0.242,
239,0.242,
240,0.242,
241,0.242,
242,0.242,
243,0.242,
244,0.242,
245,0.242,
246,0.242,
247,0.242,
248,0.242,
249,0.242,
250,0.242,
251,0.242,
252,0.242,
253,0.242,
254,0.242,
255,0.242,
256,0.242,
257,0.242,
258,0.242,
259,0.242,
260,0.242,
261,0.242,
262,0.242,
263,0.242,
264,0.242,
265,0.242,
266,0.242,
267,0.242,
268,0.242,
269,0.242,
270,0.242,
271,0.242,
272,0.242,
273,0.242,
274,0.242,
275,0.242,
276,0.242,
277,0.242,
278,0.242,
279,0.242,
280,0.242,
281,0.242,
282,0.242,
283,0.242,
284,0.242,
285,0.242,
286,0.242,
287,0.242,
288,0.242,
289,0.242,
290,0.242,
291,0.242,
292,0.242,
293,0.242,
294,0.242,
295,0.242,
296,0.242,
297,0.242,
298,0.242,
299,0.242,
300,0.242,
